marathon,marathon_name,state_id,city,finishers,mean_time,lat,lng,elevation_m,date,month,day,year
"Black Mountain
  Marathon",Black Mountain Marathon,NC,Black Mountain,121,310.67,35.6142,-82.3275,713.96,2006-02-28,2,28,2006
"Black Mountain
  Marathon",Black Mountain Marathon,NC,Black Mountain,116,321.15,35.6142,-82.3275,713.96,2007-02-28,2,28,2007
"Black Mountain
  Marathon",Black Mountain Marathon,NC,Black Mountain,139,316.53,35.6142,-82.3275,713.96,2008-02-28,2,28,2008
"Black Mountain
  Marathon",Black Mountain Marathon,NC,Black Mountain,178,337.39,35.6142,-82.3275,713.96,2009-02-28,2,28,2009
"Black Mountain
  Marathon",Black Mountain Marathon,NC,Black Mountain,124,302.75,35.6142,-82.3275,713.96,2010-02-28,2,28,2010
"Black Mountain
  Marathon",Black Mountain Marathon,NC,Black Mountain,179,305.45,35.6142,-82.3275,713.96,2011-02-28,2,28,2011
"Black Mountain
  Marathon",Black Mountain Marathon,NC,Black Mountain,168,314.8,35.6142,-82.3275,713.96,2012-02-28,2,28,2012
"Black Mountain
  Marathon",Black Mountain Marathon,NC,Black Mountain,203,334.9,35.6142,-82.3275,713.96,2013-02-28,2,28,2013
Blue Sky Marathon,Blue Sky Marathon,CO,Fort Collins,46,303.45,40.5475,-105.0651,1904.42,2008-10-17,10,17,2008
Blue Sky Marathon,Blue Sky Marathon,CO,Fort Collins,50,315.78,40.5475,-105.0651,1904.42,2009-10-17,10,17,2009
Blue Sky Marathon,Blue Sky Marathon,CO,Fort Collins,73,316.32,40.5475,-105.0651,1904.42,2010-10-17,10,17,2010
Blue Sky Marathon,Blue Sky Marathon,CO,Fort Collins,88,332.54,40.5475,-105.0651,1904.42,2011-10-17,10,17,2011
Blue Sky Marathon,Blue Sky Marathon,CO,Fort Collins,121,316.07,40.5475,-105.0651,1904.42,2012-10-17,10,17,2012
Blue Sky Marathon,Blue Sky Marathon,CO,Fort Collins,161,313.6,40.5475,-105.0651,1904.42,2013-10-17,10,17,2013
"Blue Springs Trail
  Marathon",Blue Springs Trail Marathon,NE,Blue Springs,19,278.35,40.1376,-96.6631,409.29,2002-11-01,11,1,2002
"Blue Springs Trail
  Marathon",Blue Springs Trail Marathon,NE,Blue Springs,35,268.77,40.1376,-96.6631,409.29,2004-11-01,11,1,2004
"Blue Springs Trail
  Marathon",Blue Springs Trail Marathon,NE,Blue Springs,46,296.04,40.1376,-96.6631,409.29,2005-11-01,11,1,2005
"Blue Springs Trail
  Marathon",Blue Springs Trail Marathon,NE,Blue Springs,50,294.86,40.1376,-96.6631,409.29,2006-11-01,11,1,2006
"Blue Springs Trail
  Marathon",Blue Springs Trail Marathon,NE,Blue Springs,17,293.18,40.1376,-96.6631,409.29,2012-11-01,11,1,2012
Bobcat Trail Marathon,Bobcat Trail Marathon,OH,Glouster,128,344.74,39.5023,-82.0842,254.45,2009-11-07,11,7,2009
Bobcat Trail Marathon,Bobcat Trail Marathon,OH,Glouster,158,305.35,39.5023,-82.0842,254.45,2010-11-07,11,7,2010
Bobcat Trail Marathon,Bobcat Trail Marathon,OH,Glouster,102,330.44,39.5023,-82.0842,254.45,2011-11-07,11,7,2011
Bobcat Trail Marathon,Bobcat Trail Marathon,OH,Glouster,101,352.49,39.5023,-82.0842,254.45,2012-11-07,11,7,2012
Bobcat Trail Marathon,Bobcat Trail Marathon,OH,Glouster,111,336.32,39.5023,-82.0842,254.45,2013-11-07,11,7,2013
Boston Marathon,Boston Marathon,PA,Boston,15680,221.66,40.312,-79.8237,319.55,2000-09-14,9,14,2000
Boston Marathon,Boston Marathon,PA,Boston,13393,226.71,40.312,-79.8237,319.55,2001-09-14,9,14,2001
Boston Marathon,Boston Marathon,PA,Boston,14400,223.03,40.312,-79.8237,319.55,2002-09-14,9,14,2002
Boston Marathon,Boston Marathon,PA,Boston,17030,235.33,40.312,-79.8237,319.55,2003-09-14,9,14,2003
Boston Marathon,Boston Marathon,PA,Boston,16734,253.07,40.312,-79.8237,319.55,2004-09-14,9,14,2004
Boston Marathon,Boston Marathon,PA,Boston,17528,237.64,40.312,-79.8237,319.55,2005-09-14,9,14,2005
Boston Marathon,Boston Marathon,PA,Boston,19682,230.11,40.312,-79.8237,319.55,2006-09-14,9,14,2006
Boston Marathon,Boston Marathon,PA,Boston,20338,234.52,40.312,-79.8237,319.55,2007-09-14,9,14,2007
Boston Marathon,Boston Marathon,PA,Boston,21963,231.68,40.312,-79.8237,319.55,2008-09-14,9,14,2008
Boston Marathon,Boston Marathon,PA,Boston,22849,229.57,40.312,-79.8237,319.55,2009-09-14,9,14,2009
Boston Marathon,Boston Marathon,PA,Boston,22540,229.72,40.312,-79.8237,319.55,2010-09-14,9,14,2010
Boston Marathon,Boston Marathon,PA,Boston,23879,229.9,40.312,-79.8237,319.55,2011-09-14,9,14,2011
Boston Marathon,Boston Marathon,PA,Boston,21554,239.61,40.312,-79.8237,319.55,2012-09-14,9,14,2012
Boston Marathon,Boston Marathon,PA,Boston,17580,209.88,40.312,-79.8237,319.55,2013-09-14,9,14,2013
"Boulder Backroads
  Marathon",Boulder Backroads Marathon,WY,Boulder,636,269.13,42.7462,-109.7068,2155.88,2001-08-24,8,24,2001
"Boulder Backroads
  Marathon",Boulder Backroads Marathon,WY,Boulder,562,276.49,42.7462,-109.7068,2155.88,2002-08-24,8,24,2002
"Boulder Backroads
  Marathon",Boulder Backroads Marathon,WY,Boulder,642,281.99,42.7462,-109.7068,2155.88,2003-08-24,8,24,2003
"Boulder Backroads
  Marathon",Boulder Backroads Marathon,WY,Boulder,506,270.18,42.7462,-109.7068,2155.88,2004-08-24,8,24,2004
"Boulder Backroads
  Marathon",Boulder Backroads Marathon,WY,Boulder,697,270.58,42.7462,-109.7068,2155.88,2005-08-24,8,24,2005
"Boulder Backroads
  Marathon",Boulder Backroads Marathon,WY,Boulder,505,269.29,42.7462,-109.7068,2155.88,2006-08-24,8,24,2006
"Boulder Backroads
  Marathon",Boulder Backroads Marathon,WY,Boulder,381,272.13,42.7462,-109.7068,2155.88,2007-08-24,8,24,2007
"Boulder Backroads
  Marathon",Boulder Backroads Marathon,WY,Boulder,402,267.91,42.7462,-109.7068,2155.88,2008-08-24,8,24,2008
"Boulder Backroads
  Marathon",Boulder Backroads Marathon,WY,Boulder,449,295.58,42.7462,-109.7068,2155.88,2009-08-24,8,24,2009
"Boulder Backroads
  Marathon",Boulder Backroads Marathon,WY,Boulder,242,268.45,42.7462,-109.7068,2155.88,2010-08-24,8,24,2010
"Boulder Backroads
  Marathon",Boulder Backroads Marathon,WY,Boulder,250,269.52,42.7462,-109.7068,2155.88,2011-08-24,8,24,2011
"Boulder Backroads
  Marathon",Boulder Backroads Marathon,WY,Boulder,466,277.49,42.7462,-109.7068,2155.88,2012-08-24,8,24,2012
"Brian Mickelsen
  Memorial Marathon",Brian Mickelsen Memorial Marathon,TX,Cottonwood,41,263.01,32.4622,-96.3954,110,2012-04-12,4,12,2012
"Brian Mickelsen
  Memorial Marathon",Brian Mickelsen Memorial Marathon,TX,Cottonwood,61,286.51,32.4622,-96.3954,110,2013-04-12,4,12,2013
Brookings Marathon,Brookings Marathon,OR,Brookings,104,249.52,42.0697,-124.3002,265.61,2004-05-16,5,16,2004
Brookings Marathon,Brookings Marathon,OR,Brookings,83,253.18,42.0697,-124.3002,265.61,2005-05-16,5,16,2005
Brookings Marathon,Brookings Marathon,OR,Brookings,134,249.67,42.0697,-124.3002,265.61,2006-05-16,5,16,2006
Brookings Marathon,Brookings Marathon,OR,Brookings,161,261.08,42.0697,-124.3002,265.61,2007-05-16,5,16,2007
Brookings Marathon,Brookings Marathon,OR,Brookings,160,262.44,42.0697,-124.3002,265.61,2008-05-16,5,16,2008
Brookings Marathon,Brookings Marathon,OR,Brookings,165,252.3,42.0697,-124.3002,265.61,2009-05-16,5,16,2009
Brookings Marathon,Brookings Marathon,OR,Brookings,203,260.48,42.0697,-124.3002,265.61,2010-05-16,5,16,2010
Brookings Marathon,Brookings Marathon,OR,Brookings,188,260.29,42.0697,-124.3002,265.61,2011-05-16,5,16,2011
Brookings Marathon,Brookings Marathon,OR,Brookings,228,251.21,42.0697,-124.3002,265.61,2012-05-16,5,16,2012
Brookings Marathon,Brookings Marathon,OR,Brookings,390,258.72,42.0697,-124.3002,265.61,2013-05-16,5,16,2013
Brooklyn Marathon,Brooklyn Marathon,WI,Brooklyn,262,249.01,42.8524,-89.3723,292.34,2011-10-19,10,19,2011
Brooklyn Marathon,Brooklyn Marathon,WI,Brooklyn,398,257.36,42.8524,-89.3723,292.34,2013-10-19,10,19,2013
"Bryan/College Station
  Marathon",Bryan/College Station Marathon,TX,College Station,407,272.72,30.5852,-96.296,81.25,2011-12-13,12,13,2011
"Bryan/College Station
  Marathon",Bryan/College Station Marathon,TX,College Station,1218,285.15,30.5852,-96.296,81.25,2012-12-13,12,13,2012
"Bryan/College Station
  Marathon",Bryan/College Station Marathon,TX,College Station,931,270.26,30.5852,-96.296,81.25,2013-12-13,12,13,2013
Buffalo Marathon,Buffalo Marathon,WV,Buffalo,403,251.81,38.6117,-81.982,254.31,2001-05-24,5,24,2001
Buffalo Marathon,Buffalo Marathon,WV,Buffalo,532,244.52,38.6117,-81.982,254.31,2002-05-24,5,24,2002
Buffalo Marathon,Buffalo Marathon,WV,Buffalo,519,244.42,38.6117,-81.982,254.31,2003-05-24,5,24,2003
Buffalo Marathon,Buffalo Marathon,WV,Buffalo,727,247.33,38.6117,-81.982,254.31,2004-05-24,5,24,2004
Buffalo Marathon,Buffalo Marathon,WV,Buffalo,547,248.67,38.6117,-81.982,254.31,2005-05-24,5,24,2005
Buffalo Marathon,Buffalo Marathon,WV,Buffalo,614,256.15,38.6117,-81.982,254.31,2006-05-24,5,24,2006
Buffalo Marathon,Buffalo Marathon,WV,Buffalo,637,251.3,38.6117,-81.982,254.31,2007-05-24,5,24,2007
Buffalo Marathon,Buffalo Marathon,WV,Buffalo,709,247.68,38.6117,-81.982,254.31,2008-05-24,5,24,2008
Buffalo Marathon,Buffalo Marathon,WV,Buffalo,752,254.45,38.6117,-81.982,254.31,2009-05-24,5,24,2009
Buffalo Marathon,Buffalo Marathon,WV,Buffalo,909,262.2,38.6117,-81.982,254.31,2010-05-24,5,24,2010
Buffalo Marathon,Buffalo Marathon,WV,Buffalo,873,270.18,38.6117,-81.982,254.31,2011-05-24,5,24,2011
Buffalo Marathon,Buffalo Marathon,WV,Buffalo,1050,253.82,38.6117,-81.982,254.31,2012-05-24,5,24,2012
Buffalo Marathon,Buffalo Marathon,WV,Buffalo,1233,251.29,38.6117,-81.982,254.31,2013-05-24,5,24,2013
"California
  International Marathon",California International Marathon,NM,Sacramento,1389,214.38,32.7917,-105.5723,2333.81,1983-12-06,12,6,1983
"California
  International Marathon",California International Marathon,NM,Sacramento,1217,213.9,32.7917,-105.5723,2333.81,1984-12-06,12,6,1984
"California
  International Marathon",California International Marathon,NM,Sacramento,1064,210.57,32.7917,-105.5723,2333.81,1985-12-06,12,6,1985
"California
  International Marathon",California International Marathon,NM,Sacramento,1584,217.81,32.7917,-105.5723,2333.81,1986-12-06,12,6,1986
"California
  International Marathon",California International Marathon,NM,Sacramento,1403,221.83,32.7917,-105.5723,2333.81,1987-12-06,12,6,1987
"California
  International Marathon",California International Marathon,NM,Sacramento,1355,216.48,32.7917,-105.5723,2333.81,1988-12-06,12,6,1988
"California
  International Marathon",California International Marathon,NM,Sacramento,1347,217.91,32.7917,-105.5723,2333.81,1989-12-06,12,6,1989
"California
  International Marathon",California International Marathon,NM,Sacramento,1621,218.99,32.7917,-105.5723,2333.81,1990-12-06,12,6,1990
"California
  International Marathon",California International Marathon,NM,Sacramento,1608,217.5,32.7917,-105.5723,2333.81,1991-12-06,12,6,1991
"California
  International Marathon",California International Marathon,NM,Sacramento,1482,227.61,32.7917,-105.5723,2333.81,1992-12-06,12,6,1992
"California
  International Marathon",California International Marathon,NM,Sacramento,1694,230.29,32.7917,-105.5723,2333.81,1993-12-06,12,6,1993
"California
  International Marathon",California International Marathon,NM,Sacramento,1868,228.73,32.7917,-105.5723,2333.81,1994-12-06,12,6,1994
"California
  International Marathon",California International Marathon,NM,Sacramento,3169,225.49,32.7917,-105.5723,2333.81,1995-12-06,12,6,1995
"California
  International Marathon",California International Marathon,NM,Sacramento,2627,239.63,32.7917,-105.5723,2333.81,1996-12-06,12,6,1996
"California
  International Marathon",California International Marathon,NM,Sacramento,2488,244.19,32.7917,-105.5723,2333.81,1997-12-06,12,6,1997
"California
  International Marathon",California International Marathon,NM,Sacramento,1994,246.99,32.7917,-105.5723,2333.81,1998-12-06,12,6,1998
"California
  International Marathon",California International Marathon,NM,Sacramento,2732,242.82,32.7917,-105.5723,2333.81,1999-12-06,12,6,1999
"California
  International Marathon",California International Marathon,NM,Sacramento,2722,248.93,32.7917,-105.5723,2333.81,2000-12-06,12,6,2000
"California
  International Marathon",California International Marathon,NM,Sacramento,2784,260.19,32.7917,-105.5723,2333.81,2001-12-06,12,6,2001
"California
  International Marathon",California International Marathon,NM,Sacramento,2120,232.68,32.7917,-105.5723,2333.81,2002-12-06,12,6,2002
"California
  International Marathon",California International Marathon,NM,Sacramento,2943,252.48,32.7917,-105.5723,2333.81,2003-12-06,12,6,2003
"California
  International Marathon",California International Marathon,NM,Sacramento,2951,249.02,32.7917,-105.5723,2333.81,2004-12-06,12,6,2004
"California
  International Marathon",California International Marathon,NM,Sacramento,2748,251.93,32.7917,-105.5723,2333.81,2005-12-06,12,6,2005
"California
  International Marathon",California International Marathon,NM,Sacramento,3820,247.37,32.7917,-105.5723,2333.81,2006-12-06,12,6,2006
"California
  International Marathon",California International Marathon,NM,Sacramento,4738,249.23,32.7917,-105.5723,2333.81,2007-12-06,12,6,2007
"California
  International Marathon",California International Marathon,NM,Sacramento,5187,245.2,32.7917,-105.5723,2333.81,2008-12-06,12,6,2008
"California
  International Marathon",California International Marathon,NM,Sacramento,5842,246.93,32.7917,-105.5723,2333.81,2009-12-06,12,6,2009
"California
  International Marathon",California International Marathon,NM,Sacramento,5876,257.56,32.7917,-105.5723,2333.81,2010-12-06,12,6,2010
"California
  International Marathon",California International Marathon,NM,Sacramento,5755,253.66,32.7917,-105.5723,2333.81,2011-12-06,12,6,2011
"California
  International Marathon",California International Marathon,NM,Sacramento,6184,264.16,32.7917,-105.5723,2333.81,2012-12-06,12,6,2012
"California
  International Marathon",California International Marathon,NM,Sacramento,6206,256.47,32.7917,-105.5723,2333.81,2013-12-06,12,6,2013
"Callaway Gardens
  Marathon",Callaway Gardens Marathon,GA,Pine Mountain,63,251.66,32.8522,-84.8522,208.31,2001-01-25,1,25,2001
"Callaway Gardens
  Marathon",Callaway Gardens Marathon,GA,Pine Mountain,69,254.68,32.8522,-84.8522,208.31,2002-01-25,1,25,2002
"Callaway Gardens
  Marathon",Callaway Gardens Marathon,GA,Pine Mountain,55,260.74,32.8522,-84.8522,208.31,2003-01-25,1,25,2003
"Callaway Gardens
  Marathon",Callaway Gardens Marathon,GA,Pine Mountain,90,254.59,32.8522,-84.8522,208.31,2004-01-25,1,25,2004
"Callaway Gardens
  Marathon",Callaway Gardens Marathon,GA,Pine Mountain,44,277.6,32.8522,-84.8522,208.31,2005-01-25,1,25,2005
"Callaway Gardens
  Marathon",Callaway Gardens Marathon,GA,Pine Mountain,53,262.38,32.8522,-84.8522,208.31,2006-01-25,1,25,2006
"Callaway Gardens
  Marathon",Callaway Gardens Marathon,GA,Pine Mountain,81,250.33,32.8522,-84.8522,208.31,2007-01-25,1,25,2007
"Callaway Gardens
  Marathon",Callaway Gardens Marathon,GA,Pine Mountain,112,260.95,32.8522,-84.8522,208.31,2008-01-25,1,25,2008
"Callaway Gardens
  Marathon",Callaway Gardens Marathon,GA,Pine Mountain,104,272.41,32.8522,-84.8522,208.31,2009-01-25,1,25,2009
"Callaway Gardens
  Marathon",Callaway Gardens Marathon,GA,Pine Mountain,126,278.16,32.8522,-84.8522,208.31,2010-01-25,1,25,2010
"Callaway Gardens
  Marathon",Callaway Gardens Marathon,GA,Pine Mountain,128,274.8,32.8522,-84.8522,208.31,2011-01-25,1,25,2011
"Callaway Gardens
  Marathon",Callaway Gardens Marathon,GA,Pine Mountain,111,254.22,32.8522,-84.8522,208.31,2012-01-25,1,25,2012
"Callaway Gardens
  Marathon",Callaway Gardens Marathon,GA,Pine Mountain,102,291.44,32.8522,-84.8522,208.31,2013-01-25,1,25,2013
Camarillo Marathon,Camarillo Marathon,CA,Camarillo,235,264.51,34.223,-119.0322,368.72,2010-08-09,8,9,2010
Camarillo Marathon,Camarillo Marathon,CA,Camarillo,96,283.97,34.223,-119.0322,368.72,2012-08-09,8,9,2012
Camarillo Marathon,Camarillo Marathon,CA,Camarillo,90,260.12,34.223,-119.0322,368.72,2013-08-09,8,9,2013
Cape Cod Marathon,Cape Cod Marathon,PA,Falmouth,673,241.23,40.1317,-76.7045,147.01,1998-10-25,10,25,1998
Cape Cod Marathon,Cape Cod Marathon,PA,Falmouth,831,246.66,40.1317,-76.7045,147.01,1999-10-25,10,25,1999
Cape Cod Marathon,Cape Cod Marathon,PA,Falmouth,795,247.2,40.1317,-76.7045,147.01,2000-10-25,10,25,2000
Cape Cod Marathon,Cape Cod Marathon,PA,Falmouth,864,250.79,40.1317,-76.7045,147.01,2001-10-25,10,25,2001
Cape Cod Marathon,Cape Cod Marathon,PA,Falmouth,779,245,40.1317,-76.7045,147.01,2002-10-25,10,25,2002
Cape Cod Marathon,Cape Cod Marathon,PA,Falmouth,687,250.71,40.1317,-76.7045,147.01,2003-10-25,10,25,2003
Cape Cod Marathon,Cape Cod Marathon,PA,Falmouth,919,252.27,40.1317,-76.7045,147.01,2004-10-25,10,25,2004
Cape Cod Marathon,Cape Cod Marathon,PA,Falmouth,980,249.03,40.1317,-76.7045,147.01,2005-10-25,10,25,2005
Cape Cod Marathon,Cape Cod Marathon,PA,Falmouth,971,251.03,40.1317,-76.7045,147.01,2006-10-25,10,25,2006
Cape Cod Marathon,Cape Cod Marathon,PA,Falmouth,1006,250.53,40.1317,-76.7045,147.01,2007-10-25,10,25,2007
Cape Cod Marathon,Cape Cod Marathon,PA,Falmouth,882,260.61,40.1317,-76.7045,147.01,2008-10-25,10,25,2008
Cape Cod Marathon,Cape Cod Marathon,PA,Falmouth,787,257.39,40.1317,-76.7045,147.01,2009-10-25,10,25,2009
Cape Cod Marathon,Cape Cod Marathon,PA,Falmouth,829,257.16,40.1317,-76.7045,147.01,2010-10-25,10,25,2010
Cape Cod Marathon,Cape Cod Marathon,PA,Falmouth,881,255.99,40.1317,-76.7045,147.01,2011-10-25,10,25,2011
Cape Cod Marathon,Cape Cod Marathon,PA,Falmouth,1036,255.13,40.1317,-76.7045,147.01,2012-10-25,10,25,2012
Cape Cod Marathon,Cape Cod Marathon,PA,Falmouth,855,259.5,40.1317,-76.7045,147.01,2013-10-25,10,25,2013
Capital City Marathon,Capital City Marathon,WA,Olympia,472,245.86,47.0417,-122.8959,44.46,2001-05-17,5,17,2001
Capital City Marathon,Capital City Marathon,WA,Olympia,408,248.09,47.0417,-122.8959,44.46,2002-05-17,5,17,2002
Capital City Marathon,Capital City Marathon,WA,Olympia,1150,237.73,47.0417,-122.8959,44.46,2003-05-17,5,17,2003
Capital City Marathon,Capital City Marathon,WA,Olympia,468,247.74,47.0417,-122.8959,44.46,2004-05-17,5,17,2004
Capital City Marathon,Capital City Marathon,WA,Olympia,485,252.27,47.0417,-122.8959,44.46,2005-05-17,5,17,2005
Capital City Marathon,Capital City Marathon,WA,Olympia,455,249.72,47.0417,-122.8959,44.46,2006-05-17,5,17,2006
Capital City Marathon,Capital City Marathon,WA,Olympia,324,253.59,47.0417,-122.8959,44.46,2007-05-17,5,17,2007
Capital City Marathon,Capital City Marathon,WA,Olympia,315,259.27,47.0417,-122.8959,44.46,2008-05-17,5,17,2008
Capital City Marathon,Capital City Marathon,WA,Olympia,328,254.95,47.0417,-122.8959,44.46,2009-05-17,5,17,2009
Capital City Marathon,Capital City Marathon,WA,Olympia,372,259.04,47.0417,-122.8959,44.46,2010-05-17,5,17,2010
Capital City Marathon,Capital City Marathon,WA,Olympia,355,260.24,47.0417,-122.8959,44.46,2011-05-17,5,17,2011
Capital City Marathon,Capital City Marathon,WA,Olympia,299,256.55,47.0417,-122.8959,44.46,2012-05-17,5,17,2012
Capital City Marathon,Capital City Marathon,WA,Olympia,293,258.77,47.0417,-122.8959,44.46,2013-05-17,5,17,2013
Carlsbad Marathon,Carlsbad Marathon,NM,Carlsbad,1931,280.14,32.4013,-104.2388,970.63,2002-01-17,1,17,2002
Carlsbad Marathon,Carlsbad Marathon,NM,Carlsbad,1947,281.33,32.4013,-104.2388,970.63,2003-01-17,1,17,2003
Carlsbad Marathon,Carlsbad Marathon,NM,Carlsbad,1629,278.25,32.4013,-104.2388,970.63,2004-01-17,1,17,2004
Carlsbad Marathon,Carlsbad Marathon,NM,Carlsbad,1399,260.06,32.4013,-104.2388,970.63,2005-01-17,1,17,2005
Carlsbad Marathon,Carlsbad Marathon,NM,Carlsbad,1102,283.01,32.4013,-104.2388,970.63,2006-01-17,1,17,2006
Carlsbad Marathon,Carlsbad Marathon,NM,Carlsbad,1160,278.95,32.4013,-104.2388,970.63,2007-01-17,1,17,2007
Carlsbad Marathon,Carlsbad Marathon,NM,Carlsbad,925,274.66,32.4013,-104.2388,970.63,2008-01-17,1,17,2008
Carlsbad Marathon,Carlsbad Marathon,NM,Carlsbad,1144,264.63,32.4013,-104.2388,970.63,2009-01-17,1,17,2009
Carlsbad Marathon,Carlsbad Marathon,NM,Carlsbad,1203,267.62,32.4013,-104.2388,970.63,2010-01-17,1,17,2010
Carlsbad Marathon,Carlsbad Marathon,NM,Carlsbad,1173,267.59,32.4013,-104.2388,970.63,2011-01-17,1,17,2011
Carlsbad Marathon,Carlsbad Marathon,NM,Carlsbad,1141,266.82,32.4013,-104.2388,970.63,2012-01-17,1,17,2012
Carlsbad Marathon,Carlsbad Marathon,NM,Carlsbad,1451,268.33,32.4013,-104.2388,970.63,2013-01-17,1,17,2013
Carmel Marathon,Carmel Marathon,IN,Carmel,579,261.12,39.9658,-86.1461,247.69,2011-06-14,6,14,2011
Carmel Marathon,Carmel Marathon,IN,Carmel,567,251.4,39.9658,-86.1461,247.69,2012-06-14,6,14,2012
Carmel Marathon,Carmel Marathon,IN,Carmel,1578,253.58,39.9658,-86.1461,247.69,2013-06-14,6,14,2013
"Casper Wyoming
  Marathon",Casper Wyoming Marathon,WY,Casper,173,268.43,42.842,-106.3207,1638.04,2003-06-07,6,7,2003
"Casper Wyoming
  Marathon",Casper Wyoming Marathon,WY,Casper,126,278.34,42.842,-106.3207,1638.04,2004-06-07,6,7,2004
"Casper Wyoming
  Marathon",Casper Wyoming Marathon,WY,Casper,140,280.22,42.842,-106.3207,1638.04,2005-06-07,6,7,2005
"Casper Wyoming
  Marathon",Casper Wyoming Marathon,WY,Casper,105,274.58,42.842,-106.3207,1638.04,2006-06-07,6,7,2006
"Casper Wyoming
  Marathon",Casper Wyoming Marathon,WY,Casper,144,273.32,42.842,-106.3207,1638.04,2007-06-07,6,7,2007
"Casper Wyoming
  Marathon",Casper Wyoming Marathon,WY,Casper,167,276.02,42.842,-106.3207,1638.04,2008-06-07,6,7,2008
"Casper Wyoming
  Marathon",Casper Wyoming Marathon,WY,Casper,101,283.61,42.842,-106.3207,1638.04,2009-06-07,6,7,2009
"Casper Wyoming
  Marathon",Casper Wyoming Marathon,WY,Casper,153,282.1,42.842,-106.3207,1638.04,2010-06-07,6,7,2010
"Casper Wyoming
  Marathon",Casper Wyoming Marathon,WY,Casper,168,279.69,42.842,-106.3207,1638.04,2011-06-07,6,7,2011
